...1,location_name,diver,buddy,orig_lat,orig_lon,sample_collection_date,year,visibility_m,direction,depth_m,method,block,taxon_id,scientific_name,habitat,transect_decimal_latitude,transect_decimal_longitude,event,orig_scientific_name,rank,kingdom,phylum,class,order,family,genus,size_class,size_count
2640,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,hfl,Haemulon flavolineatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,50,6
2641,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hfl,Haemulon flavolineatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,5,1
2641,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hfl,Haemulon flavolineatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,1
2642,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hpl,Haemulon plumierii,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Haemulon plumierii,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,5
2642,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hpl,Haemulon plumierii,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Haemulon plumierii,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,15,6
2643,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,hsc,Haemulon sciurus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,12.5,2
2644,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hsc,Haemulon sciurus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,15,1
2645,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hga,Halichoeres garnoti,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,8
2645,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hga,Halichoeres garnoti,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,3
2645,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hga,Halichoeres garnoti,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,2
2645,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hga,Halichoeres garnoti,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,12.5,1
2646,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,hga,Halichoeres garnoti,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,23
2646,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,hga,Halichoeres garnoti,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,3
2646,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,hga,Halichoeres garnoti,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,1
2647,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,hma,Halichoeres maculipinna,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres maculipinna,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,2
2648,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hma,Halichoeres maculipinna,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres maculipinna,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,4
2648,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hma,Halichoeres maculipinna,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres maculipinna,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,2
2648,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hma,Halichoeres maculipinna,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres maculipinna,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,1
2650,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,hra,Halichoeres radiatus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres radiatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,1
2651,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hra,Halichoeres radiatus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres radiatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,1
2651,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hra,Halichoeres radiatus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Halichoeres radiatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,40,1
2652,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,hru,Holocentrus rufus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Holocentrus rufus,Species,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Holocentrus,10,1
2653,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,hru,Holocentrus rufus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Holocentrus rufus,Species,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Holocentrus,15,2
2656,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,par,Pomacanthus arcuatus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Pomacanthus arcuatus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Pomacanthidae,Pomacanthus,15,1
2657,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,par,Pomacanthus arcuatus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Pomacanthus arcuatus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Pomacanthidae,Pomacanthus,7.5,1
2657,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,par,Pomacanthus arcuatus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Pomacanthus arcuatus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Pomacanthidae,Pomacanthus,10,1
2657,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,par,Pomacanthus arcuatus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Pomacanthus arcuatus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Pomacanthidae,Pomacanthus,12.5,1
2658,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sis,Scarus iseri,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,2.5,25
2658,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sis,Scarus iseri,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,5,30
2658,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sis,Scarus iseri,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,7.5,12
2658,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sis,Scarus iseri,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,10,2
2658,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sis,Scarus iseri,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,12.5,1
2659,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,sis,Scarus iseri,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,2.5,25
2659,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,sis,Scarus iseri,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,5,66
2659,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,sis,Scarus iseri,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,7.5,2
2659,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,sis,Scarus iseri,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,10,1
2660,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,sti,Serranus tigrinus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Serranus tigrinus,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,7.5,2
2661,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sti,Serranus tigrinus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Serranus tigrinus,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,5,1
2662,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,sat,Sparisoma atomarium,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma atomarium,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,2
2663,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sat,Sparisoma atomarium,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma atomarium,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,3
2664,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,sau,Sparisoma aurofrenatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,3
2664,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,sau,Sparisoma aurofrenatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,1
2664,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,sau,Sparisoma aurofrenatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,12.5,1
2665,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sau,Sparisoma aurofrenatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,2.5,5
2665,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sau,Sparisoma aurofrenatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,5
2665,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sau,Sparisoma aurofrenatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,1
2665,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sau,Sparisoma aurofrenatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,10,4
2665,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sau,Sparisoma aurofrenatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,15,1
2666,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sru,Sparisoma rubripinne,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma rubripinne,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,20,1
2667,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,svi,Sparisoma viride,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,2.5,1
2667,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,svi,Sparisoma viride,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,1
2668,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,svi,Sparisoma viride,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,1
2668,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,svi,Sparisoma viride,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,12.5,2
2668,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,svi,Sparisoma viride,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,15,3
2668,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,svi,Sparisoma viride,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,20,2
2669,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sdi,Stegastes diencaeus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes diencaeus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,15
2669,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,sdi,Stegastes diencaeus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes diencaeus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,7.5,10
2670,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,sdi,Stegastes diencaeus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes diencaeus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,10
2671,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,spa,Stegastes partitus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes partitus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,2.5,10
2671,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,spa,Stegastes partitus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes partitus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,100
2672,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,spa,Stegastes partitus,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes partitus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,65
2673,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,spl,Stegastes planifrons,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes planifrons,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,10
2673,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,spl,Stegastes planifrons,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes planifrons,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,7.5,10
2673,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,spl,Stegastes planifrons,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes planifrons,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,50,1
2674,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,spl,Stegastes planifrons,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes planifrons,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,2.5,1
2674,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,spl,Stegastes planifrons,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Stegastes planifrons,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,8
2677,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,tbi,Thalassoma bifasciatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Thalassoma bifasciatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,2.5,19
2677,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,tbi,Thalassoma bifasciatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Thalassoma bifasciatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,5,35
2677,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,2,tbi,Thalassoma bifasciatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Thalassoma bifasciatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,7.5,5
2678,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,tbi,Thalassoma bifasciatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Thalassoma bifasciatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,2.5,5
2678,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,tbi,Thalassoma bifasciatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Thalassoma bifasciatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,5,15
2678,Curlew Patch Reef,Scott Jones,Scott Ling,16.78,-88.10123,9/20/2018,2018,21,West,4.8,1,1,tbi,Thalassoma bifasciatum,Patch Reef,16.78,-88.1012,Curlew Patch Reef_2018,Thalassoma bifasciatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,7.5,5
2679,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,2,aqu,Acanthostracion quadricornis,Sand,16.78734,-88.0938,Curlew Sand_2018,Acanthostracion quadricornis,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Acanthostracion,15,1
2683,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,2,cro,Canthigaster rostrata,Sand,16.78734,-88.0938,Curlew Sand_2018,Canthigaster rostrata,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,2.5,1
2684,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,1,cro,Canthigaster rostrata,Sand,16.78734,-88.0938,Curlew Sand_2018,Canthigaster rostrata,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,2.5,1
2687,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,1,cros,Cryptotomus roseus,Sand,16.78734,-88.0938,Curlew Sand_2018,Cryptotoums roseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,5,2
2687,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,1,cros,Cryptotomus roseus,Sand,16.78734,-88.0938,Curlew Sand_2018,Cryptotoums roseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,7.5,1
2688,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,2,cros,Cryptotomus roseus,Sand,16.78734,-88.0938,Curlew Sand_2018,Cryptotoums roseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,5,6
2690,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,1,hbi,Halichoeres bivittatus,Sand,16.78734,-88.0938,Curlew Sand_2018,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,8
2690,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,1,hbi,Halichoeres bivittatus,Sand,16.78734,-88.0938,Curlew Sand_2018,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,14
2690,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,1,hbi,Halichoeres bivittatus,Sand,16.78734,-88.0938,Curlew Sand_2018,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,5
2691,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,2,hbi,Halichoeres bivittatus,Sand,16.78734,-88.0938,Curlew Sand_2018,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,2.5,3
2691,Curlew Sand,Scott Jones,Scott Ling,16.78734,-88.09379,9/21/2018,2018,22,West,6.7,1,2,hbi,Halichoeres bivittatus,Sand,16.78734,-88.0938,Curlew Sand_2018,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,15
